Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      18/30          std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_Vector_impl::~_Vector_impl() [399]
[332]    0.0    0.00    0.00      30         std::allocator<std::pair<unsigned int, Utilisateur const> >::~allocator() [332]
                0.00    0.00      30/30          __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::~new_allocator() [328]
-----------------------------------------------
                0.00    0.00      12/30          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [481]
                0.00    0.00      18/30          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [402]
[333]    0.0    0.00    0.00      30         std::allocator<int>::~allocator() [333]
                0.00    0.00      30/30          __gnu_cxx::new_allocator<int>::~new_allocator() [329]
-----------------------------------------------
                0.00    0.00      12/30          std::vector<Voiture*, std::allocator<Voiture*> >::vector(std::vector<Voiture*, std::allocator<Voiture*> > const&) [479]
                0.00    0.00      18/30          std::vector<Voiture*, std::allocator<Voiture*> >::~vector() [409]
[334]    0.0    0.00    0.00      30         std::_Vector_base<Voiture*, std::allocator<Voiture*> >::_M_get_Tp_allocator() [334]
-----------------------------------------------
                0.00    0.00      12/30          std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_create_storage(unsigned long) [460]
                0.00    0.00      18/30          void std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_realloc_insert<std::pair<unsigned int, Utilisateur const> >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const>*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>&&) [132]
[335]    0.0    0.00    0.00      30         std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_M_allocate(unsigned long) [335]
                0.00    0.00      18/18          std::allocator_traits<std::allocator<std::pair<unsigned int, Utilisateur const> > >::allocate(std::allocator<std::pair<unsigned int, Utilisateur const> >&, unsigned long) [407]
-----------------------------------------------
                0.00    0.00      12/30          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [481]
                0.00    0.00      18/30          std::vector<int, std::allocator<int> >::~vector() [412]
[336]    0.0    0.00    0.00      30         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [336]
-----------------------------------------------
                0.00    0.00       1/29          Voiture::Voiture() [618]
                0.00    0.00      28/29          Voiture::Voiture(Utilisateur) [124]
[337]    0.0    0.00    0.00      29         Utilisateur::Utilisateur() [337]
-----------------------------------------------
                0.00    0.00      28/28          Utilisateur::Utilisateur(double, unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [339]
[338]    0.0    0.00    0.00      28         Utilisateur::randomParkTime() [338]
-----------------------------------------------
                0.00    0.00      28/28          Environnement::initUser() [141]
[339]    0.0    0.00    0.00      28         Utilisateur::Utilisateur(double, unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [339]
                0.00    0.00      28/28          Utilisateur::randomParkTime() [338]
-----------------------------------------------
                0.00    0.00      28/28          Voiture::Voiture(Utilisateur) [124]
[340]    0.0    0.00    0.00      28         Utilisateur::operator=(Utilisateur const&) [340]
-----------------------------------------------
                0.00    0.00      28/28          Environnement::AddVoiture() [74]
[341]    0.0    0.00    0.00      28         Environnement::GetPosbyNodeInd(int) [341]
                0.00    0.00      28/17468       Vec2::Vec2() [217]
-----------------------------------------------
                0.00    0.00      28/28          Environnement::AddVoiture() [74]
[342]    0.0    0.00    0.00      28         Vec2::operator*(Vec2) [342]
                0.00    0.00      28/17468       Vec2::Vec2() [217]
-----------------------------------------------
                0.00    0.00      28/28          Environnement::AddVoiture() [74]
[343]    0.0    0.00    0.00      28         Voiture::set_position(Vec2) [343]
-----------------------------------------------
                0.00    0.00      28/28          Environnement::AddVoiture() [74]
[344]    0.0    0.00    0.00      28         Voiture::setTargetPosition(Vec2) [344]
-----------------------------------------------
                0.00    0.00      28/28          Environnement::AddVoiture() [74]
[345]    0.0    0.00    0.00      28         Voiture::setPlace(int) [345]
-----------------------------------------------
                0.00    0.00      28/28          std::__cxx11::to_string(unsigned int) [347]
[346]    0.0    0.00    0.00      28         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [346]
-----------------------------------------------
                0.00    0.00      28/28          Environnement::initUser() [141]
[347]    0.0    0.00    0.00      28         std::__cxx11::to_string(unsigned int) [347]
                0.00    0.00      28/28          unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [348]
                0.00    0.00      28/28          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [346]
                0.00    0.00      28/28          void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [349]
-----------------------------------------------
                0.00    0.00      28/28          std::__cxx11::to_string(unsigned int) [347]
[348]    0.0    0.00    0.00      28         unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [348]
-----------------------------------------------
                0.00    0.00      28/28          std::__cxx11::to_string(unsigned int) [347]
[349]    0.0    0.00    0.00      28         void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [349]
-----------------------------------------------
                0.00    0.00      28/28          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [351]
[350]    0.0    0.00    0.00      28         std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [350]
-----------------------------------------------
                0.00    0.00      28/28          Environnement::initUser() [141]
[351]    0.0    0.00    0.00      28         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [351]
                0.00    0.00      28/28          std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [350]
-----------------------------------------------
                0.00    0.00      24/24          std::allocator<Place>::allocator(std::allocator<Place> const&) [366]
[352]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<Place>::new_allocator(__gnu_cxx::new_allocator<Place> const&) [352]
-----------------------------------------------
                0.00    0.00      24/24          std::allocator<Voiture*>::allocator(std::allocator<Voiture*> const&) [367]
[353]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<Voiture*>::new_allocator(__gnu_cxx::new_allocator<Voiture*> const&) [353]
-----------------------------------------------
                0.00    0.00      24/24          std::allocator<std::pair<unsigned int, Utilisateur const> >::allocator(std::allocator<std::pair<unsigned int, Utilisateur const> > const&) [368]
[354]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::new_allocator(__gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> > const&) [354]
-----------------------------------------------
                0.00    0.00      24/24          std::allocator<int>::allocator(std::allocator<int> const&) [369]
[355]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [355]
-----------------------------------------------
                0.00    0.00      12/24          std::vector<Place, std::allocator<Place> >::begin() const [439]
                0.00    0.00      12/24          std::vector<Place, std::allocator<Place> >::end() const [438]
[356]    0.0    0.00    0.00      24         __gnu_cxx::__normal_iterator<Place const*, std::vector<Place, std::allocator<Place> > >::__normal_iterator(Place const* const&) [356]
-----------------------------------------------
                0.00    0.00      12/24          std::vector<Voiture*, std::allocator<Voiture*> >::begin() const [444]
                0.00    0.00      12/24          std::vector<Voiture*, std::allocator<Voiture*> >::end() const [442]
[357]    0.0    0.00    0.00      24         __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >::__normal_iterator(Voiture* const* const&) [357]
-----------------------------------------------
                0.00    0.00      12/24          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::begin() const [446]
                0.00    0.00      12/24          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::end() const [445]
[358]    0.0    0.00    0.00      24         __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >::__normal_iterator(std::pair<unsigned int, Utilisateur const> const* const&) [358]
